User_ID,Restaurant_ID,Rating
18,2844,5
18,4364,3
18,3509,5
18,5419,4
18,3035,4
18,564,4
18,4144,5
18,5304,3
18,2795,5
18,103,5
19,2284,5
19,3692,3
19,1997,3
19,6147,5
19,3806,3
19,4668,5
19,4999,5
19,5473,3
19,3104,1
19,2755,5
19,235,2
19,4049,5
20,4548,4
20,6210,5
20,1968,3
20,5657,5
20,3900,3
20,5291,3
20,5831,2
20,4020,3
20,3671,2
20,6495,4
20,141,5
20,762,3
20,2410,3
20,1815,4
20,3312,5
20,5667,5
20,1993,4
20,2508,3
20,5439,2
20,4764,3
20,3023,3
20,3876,3
20,4534,1
20,4349,4
20,2816,3
21,4533,4
21,2393,4
21,5713,3
21,1034,2
21,5225,5
21,6166,4
21,4021,5
21,840,4
21,100,2
21,4702,4
21,2329,2
22,6644,5
22,4610,4
22,2489,5
22,697,3
22,2033,4
22,970,4
22,4571,4
22,6262,2
22,3409,5
22,4966,2
22,4883,5
22,6477,4
22,5066,3
22,1848,2
23,1423,5
23,4521,2
23,614,3
23,1282,3
23,21,5
23,3346,4
23,3690,5
23,5647,3
23,4864,2
23,3849,3
23,2385,2
23,267,3
23,1896,2
23,2360,2
23,5791,5
23,2316,4
23,5758,5
24,3597,3
24,1018,2
24,3839,5
24,5641,5
24,2491,4
24,5732,5
24,3297,5
24,2230,4
24,4099,3
24,4423,1
24,4045,5
24,3586,4
24,658,4
24,4899,5
24,326,3
24,3539,4
24,6017,4
24,2640,4
24,4945,2
25,3345,3
25,2730,2
25,2630,5
25,5489,5
25,856,5
25,7026,1
25,1317,5
25,2701,4
25,3372,2
25,5682,4
25,4058,4
25,2361,4
25,5427,4
25,3280,2
25,6664,3
25,6230,2
25,4506,3
25,300,5
25,3725,4
25,721,1
25,2576,4
26,5814,5
26,1297,3
26,2545,5
26,4512,4
26,112,4
26,4524,4
26,3342,4
26,763,2
26,1840,3
26,6892,4
26,929,5
26,3780,2
26,962,2
26,5306,5
26,6816,5
26,1261,3
26,4082,5
27,6721,5
27,21,4
27,2317,5
27,5947,5
27,2445,5
27,6860,3
27,4808,4
27,4750,5
27,5406,4
27,4011,3
27,7088,4
27,1217,5
27,3658,4
27,4412,5
27,3967,5
27,2827,4
27,2723,3
27,4521,5
28,4114,5
28,4834,2
28,2719,5
28,822,3
28,6922,4
28,3606,4
28,816,2
28,4308,3
28,3743,4
28,125,4
28,5918,5
28,1180,4
28,3358,5
28,5363,4
29,294,4
29,5058,2
29,560,4
29,1923,4
29,5170,5
29,5606,3
29,2354,2
29,1863,5
29,6117,4
29,740,3
29,3555,5
29,806,2
29,6228,4
29,5191,3
29,5766,3
29,823,1
29,3634,5
29,1362,5
29,5685,4
29,2453,3
29,237,4
29,376,3
29,2657,4
29,6522,4
29,459,4
29,2403,3
29,2936,5
30,3151,3
30,6990,4
30,3958,4
30,873,5
30,1943,1
30,3124,4
30,4685,4
30,2940,5
30,4708,3
30,2423,5
30,5728,4
30,2418,4
30,179,4
30,6799,4
30,5392,4
30,3242,5
31,5146,5
31,795,3
31,5140,4
31,5294,3
31,322,5
31,2530,5
31,6460,4
31,3611,4
31,273,3
31,4747,3
31,2988,5
31,5999,5
31,1076,5
31,738,3
32,6588,3
32,943,2
32,3836,4
32,616,5
32,1153,3
32,6178,4
32,1848,4
32,7046,4
32,5540,4
32,5932,4
32,5524,4
32,3255,5
32,6928,3
32,6591,4
32,4565,4
32,2996,4
32,739,4
32,6477,5
32,3232,4
32,114,2
33,304,4
33,2493,5
33,4035,5
33,951,4
33,796,5
33,1923,3
33,4403,4
33,1111,2
33,3183,4
33,3716,4
33,3039,5
34,5654,4
34,3035,5
34,1779,4
34,3632,4
34,3642,3
34,1934,2
34,7007,5
34,2971,4
34,813,4
34,5617,4
34,3009,4
35,414,5
35,6445,3
35,2732,3
35,1995,5
35,1031,3
35,6446,2
35,4625,5
35,1681,1
35,562,5
35,6797,2
36,4425,4
36,2053,1
36,6541,3
36,1429,2
36,900,4
36,5415,2
36,7097,2
36,211,4
36,1079,4
36,121,4
36,2934,4
36,6471,3
36,6458,4
36,1949,5
37,2470,5
37,3752,4
37,5270,4
37,255,3
37,498,4
37,3923,4
37,6941,5
37,3290,2
37,3492,4
37,5620,5
37,884,4
37,4016,5
37,5835,4
37,3633,5
37,602,4
37,661,5
37,2638,4
37,4983,5
37,1215,3
37,538,3
37,1033,3
37,2252,5
37,5114,4
37,5186,4
37,4795,2
37,4492,2
38,791,3
38,6099,2
38,6052,4
38,3052,3
38,6650,4
38,1065,5
38,4557,4
38,491,4
38,4804,2
38,4600,3
38,4601,3
38,2700,4
38,5488,4
38,1001,5
38,3365,4
38,2896,4
38,5450,4
38,6146,4
38,3464,4
38,5906,4
38,421,1
38,2356,3
38,4918,5
39,2875,3
39,50,3
39,1486,3
39,1173,5
39,4639,4
39,5384,5
39,3283,3
39,570,5
39,1162,1
39,6070,2
39,5186,4
39,251,4
39,751,4
39,6112,4
39,4345,3
39,1762,4
39,3081,3
39,3439,2
39,3716,4
39,2792,4
40,5465,5
40,2526,4
40,372,5
40,1806,5
40,3237,2
40,4909,5
40,448,1
40,62,1
40,1674,5
40,2469,5
40,1730,4
40,6286,4
40,1124,5
40,6260,4
40,2093,2
40,2371,1
40,2687,3
40,982,5
40,63,4
40,4074,5
40,6119,5
40,3527,2
40,1439,5
40,1058,3
40,3114,4
40,4362,4
41,2541,3
41,6109,2
41,2781,3
41,1815,4
41,2728,5
41,6382,4
41,1377,3
41,625,5
41,4181,4
41,5187,5
41,934,5
41,4346,4
41,4177,5
41,1588,4
41,6358,4
41,2862,4
41,2876,5
41,5958,4
41,6708,3
41,5287,2
41,6676,4
41,1209,3
42,4844,4
42,460,4
42,2883,4
42,4156,4
42,607,5
42,2542,5
42,3782,4
42,3702,5
42,308,4
42,466,3
42,3020,4
42,6813,3
42,2351,2
42,628,2
42,5281,5
42,7079,3
42,7006,5
42,739,4
43,320,3
43,2029,4
43,5796,5
43,3586,4
43,3599,2
43,4293,2
43,4282,4
43,4995,3
43,1300,5
43,2981,4
43,3054,5
43,2317,5
43,3173,3
43,3348,4
43,6344,2
44,2541,5
44,5374,5
44,5721,2
44,5424,4
44,3210,4
44,1056,1
44,4874,3
44,5806,5
44,694,3
44,2536,5
44,4578,3
44,3085,5
44,5271,3
44,6485,3
44,2690,5
44,6661,4
44,1046,4
44,5489,5
44,5757,4
44,6790,4
44,6052,5
45,1073,3
45,4892,5
45,3086,5
45,1263,5
45,1329,3
45,1481,4
45,6810,4
45,5675,4
45,6316,5
45,5117,5
45,6627,4
45,1356,4
45,5907,3
45,3585,3
45,357,4
45,3365,5
45,2984,2
45,5540,4
45,5894,4
45,1945,5
45,3638,5
45,5001,4
45,2334,2
45,6163,2
45,6132,3
45,6420,4
45,3677,4
45,1916,5
45,4374,2
46,6690,5
46,3695,4
46,2863,5
46,218,2
46,3398,3
46,436,5
46,3247,4
46,4112,2
46,3063,5
46,1931,4
46,3163,1
46,668,2
46,3071,3
46,1839,5
46,230,4
46,2610,5
46,811,4
47,6358,2
47,2360,5
47,1946,4
47,2467,1
47,998,4
47,391,3
47,1953,2
47,3439,4
47,5234,4
47,6503,3
47,5102,4
47,3744,4
47,514,2
48,554,3
48,4309,4
48,4457,2
48,4156,4
48,6442,5
48,4158,2
48,4539,4
48,166,3
48,3198,4
48,3851,5
48,356,4
48,5207,5
48,3169,4
48,3058,3
48,2077,2
48,6122,5
48,133,5
48,2925,1
48,6459,3
48,553,5
48,2824,5
49,2540,2
49,4222,4
49,3262,5
49,6679,5
49,4448,5
49,3878,4
49,2075,5
49,299,4
49,6170,4
49,5299,5
49,1565,4
49,2343,5
49,2924,5
49,7062,2
49,6396,4
49,391,5
49,7092,4
49,5371,3
49,2719,2
49,2238,4
50,3652,4
50,4936,4
50,5879,4
50,3490,5
50,1365,3
50,5650,1
50,3636,5
50,2879,4
50,3662,4
50,346,2
50,5954,3
50,2888,4
50,5036,4
50,3563,5
50,2249,1
50,5238,3
50,6483,4
50,469,4
50,614,4
51,4701,3
51,1127,4
51,4337,5
51,3006,2
51,3260,5
51,2575,5
51,5321,3
51,2283,4
51,2044,4
51,929,5
51,212,3
51,6026,2
52,3703,2
52,1414,4
52,5843,5
52,3646,5
52,719,5
52,6639,5
52,5586,4
52,6926,5
52,2618,4
52,5470,2
52,2846,3
52,5812,2
53,215,5
53,2956,4
53,4538,4
53,4688,4
53,3022,3
53,3828,5
53,6583,5
53,4519,4
53,1063,3
53,5013,5
53,706,4
53,538,5
53,2533,2
53,3261,2
53,5873,3
53,5888,3
53,3921,3
53,4306,5
53,3365,3
53,6300,5
53,3354,5
53,6744,5
53,4709,3
53,604,4
53,1026,4
54,5120,5
54,2480,4
54,5033,5
54,4370,4
54,765,5
54,4117,1
54,5250,1
54,1381,4
54,4848,4
54,4756,4
54,1263,5
54,1402,4
54,5396,4
54,5115,4
55,4469,3
55,2372,4
55,5258,5
55,2474,4
55,3956,2
55,2006,3
55,6592,2
55,6613,4
55,5611,2
55,3326,2
55,2436,5
55,3715,5
55,597,4
55,5641,5
55,490,5
55,1294,5
55,3601,5
55,3404,5
55,3966,3
55,3804,3
55,1671,5
55,2786,4
55,4969,5
55,1176,4
55,2560,2
55,7057,4
55,5884,4
55,2615,3
55,6014,4
55,7051,1
56,4054,1
56,4894,2
56,6904,4
56,5359,4
56,5509,3
56,3855,4
56,2340,4
56,4396,4
56,66,5
56,6940,4
56,880,4
56,3530,2
56,1097,2
56,2166,4
56,5959,5
56,2996,4
56,6257,4
56,3303,2
56,2997,4
57,4096,5
57,329,4
57,371,4
57,318,4
57,1122,4
57,5845,4
57,2728,4
57,6586,1
57,3880,3
57,4254,2
57,3743,4
57,1220,3
57,4966,5
57,4223,5
57,1145,4
57,2686,4
57,5022,3
57,2609,4
57,1331,5
57,3219,4
57,5050,3
57,6056,2
58,1396,4
58,4294,5
58,5152,5
58,5907,5
58,5076,5
58,6345,2
58,6890,2
58,3114,3
58,1210,3
58,6731,4
58,5576,4
58,1984,3
58,258,3
58,4690,5
58,5738,3
58,900,4
58,1562,5
58,155,5
58,3612,4
58,2569,4
58,3430,4
58,1240,3
58,3382,3
58,5656,4
58,1670,3
59,6317,4
59,2367,5
59,5774,5
59,1698,5
59,5654,5
59,5775,3
59,4005,3
59,2597,5
59,3930,3
59,2857,4
59,4591,3
59,6515,4
59,5911,3
59,2240,4
59,2357,5
59,998,4
59,4697,2
59,5542,4
59,4449,4
60,415,5
60,5487,5
60,4350,3
60,1848,4
60,5226,5
60,1907,4
60,430,4
60,820,5
60,3385,3
60,2705,3
60,5876,2
60,3869,5
60,823,4
60,5580,3
60,6314,5
60,1126,5
60,42,1
61,3423,4
61,6861,5
61,1440,3
61,297,4
61,6850,4
61,3252,4
61,6454,5
61,4058,2
61,1526,4
61,6135,3
61,2371,5
61,306,3
61,75,5
61,2444,4
61,4652,5
62,6034,5
62,2761,5
62,6477,5
62,2416,4
62,4651,2
62,5524,4
62,6203,3
62,1582,2
62,1437,3
62,5004,3
63,3142,2
63,1929,3
63,3659,4
63,6174,4
63,2187,5
63,2700,5
63,2473,3
63,4771,2
63,5921,5
63,4693,3
63,93,4
63,2142,3
63,5354,2
63,2945,3
63,5675,5
63,1935,4
63,508,4
63,5470,4
64,6204,3
64,4403,4
64,6569,3
64,5440,5
64,6763,4
64,1789,4
64,6241,5
64,2027,4
64,5573,5
64,6182,4
64,4880,2
64,6450,2
64,670,4
64,4304,4
64,3659,4
64,4326,4
64,5765,3
64,2963,1
64,639,3
64,4621,1
64,919,3
64,505,2
64,6789,4
64,4486,5
64,4140,4
65,565,4
65,3867,4
65,259,5
65,2351,4
65,3349,5
65,1474,5
65,6299,4
65,1109,4
65,6273,4
65,5255,4
65,5974,4
66,971,3
66,1462,4
66,4401,3
66,3219,3
66,4332,5
66,1043,5
66,5962,1
66,1824,4
66,6838,4
66,28,5
66,6194,5
66,186,3
66,2444,2
66,3792,4
66,5517,4
66,5890,4
66,4460,5
66,3474,3
66,4357,1
66,3107,4
66,6744,4
67,1147,4
67,4127,3
67,2369,3
67,1918,2
67,6682,4
67,5992,3
67,4719,3
67,2612,2
67,4730,5
67,4898,5
67,6328,5
68,5560,4
68,3499,2
68,4553,4
68,4060,4
68,384,4
68,2821,4
68,5270,3
68,5499,3
68,3122,2
68,6437,4
68,4296,4
68,2611,4
68,5704,5
68,3410,2
68,3344,4
68,1222,4
68,2456,1
68,3083,2
68,1506,5
68,6180,4
68,4406,4
68,3879,3
68,1974,3
68,6957,5
68,1846,3
68,2463,5
68,7024,3
68,5796,3
68,1182,5
68,6600,5
69,1987,4
69,5698,5
69,4951,5
69,5765,4
69,1675,4
69,3249,4
69,1960,3
69,4522,2
69,2634,3
69,6353,5
69,2318,4
69,3118,4
69,3819,3
69,4371,3
69,5314,4
69,2943,5
69,2526,4
69,2142,4
69,2946,4
69,4200,3
69,4073,5
69,3817,5
69,807,4
69,6576,4
69,5918,3
70,1386,5
70,1146,3
70,5900,5
70,4477,1
70,4000,4
70,1507,4
70,4441,4
70,5257,4
70,481,4
70,4292,4
70,277,4
70,6873,1
70,6936,4
70,608,1
70,6701,4
70,5474,3
70,397,5
70,6261,1
70,52,5
70,3378,4
70,1126,5
71,876,4
71,789,4
71,4295,4
71,1219,5
71,1974,3
71,1572,4
71,5077,5
71,4312,4
71,2067,5
71,6678,5
71,2903,2
71,2189,4
71,6512,4
71,3251,2
71,647,1
72,677,5
72,4094,4
72,6924,1
72,3554,2
72,5283,5
72,6425,5
72,2713,4
72,4635,1
72,7028,5
72,781,3
72,4326,5
72,348,4
72,1882,5
72,1731,5
72,5671,4
73,2451,5
73,1330,2
73,4619,5
73,1969,5
73,4642,4
73,6837,5
73,6958,2
73,3187,4
73,5546,5
73,4428,3
73,2717,5
73,3144,5
74,6336,5
74,2673,5
74,242,2
74,5194,3
74,2239,5
74,6418,4
74,3690,5
74,4019,3
74,1868,2
74,2914,1
74,4530,3
74,3075,4
74,3537,3
74,1521,2
74,5568,3
74,4799,4
74,5412,4
74,3113,4
74,702,1
74,6325,4
74,5067,2
74,2419,4
75,7075,3
75,3155,2
75,101,3
75,2390,3
75,3389,3
75,3176,5
75,6382,4
75,693,5
75,5937,5
75,4583,4
75,1988,4
75,4685,4
75,4268,2
75,1389,1
75,5614,4
75,3118,5
75,1388,4
75,1137,5
75,2202,4
75,2466,4
76,4869,4
76,1115,4
76,2461,4
76,2626,4
76,4941,5
76,5695,4
76,1645,5
76,3924,4
76,2573,3
76,1455,4
76,3262,5
76,2614,5
76,2387,4
76,6020,4
76,5693,4
76,5184,3
76,4022,4
76,4717,5
76,6405,5
76,1985,2
76,2669,5
76,3080,4
76,2296,4
76,6688,4
76,6437,5
76,3218,4
76,2990,4
76,932,5
76,4619,4
76,1636,5
77,4864,4
77,5227,4
77,696,4
77,895,4
77,6299,4
77,2033,4
77,5387,5
77,5445,4
77,2908,4
77,1362,3
77,5300,1
77,5019,2
77,362,4
77,4613,5
77,5284,2
77,5549,5
77,5298,2
77,3273,3
77,6165,4
77,2716,3
77,6522,4
77,3526,4
77,867,4
77,86,4
77,807,3
77,2119,3
77,1818,5
78,185,3
78,6956,4
78,2810,5
78,5308,3
78,895,4
78,5547,3
78,6554,4
78,1346,4
78,6066,1
78,1998,4
78,4227,3
78,1429,4
78,4521,4
79,1685,2
79,2280,4
79,6163,4
79,5765,5
79,6625,3
79,6520,4
79,512,4
79,4729,2
79,833,4
79,6549,4
79,4398,3
79,1531,4
79,2996,5
79,2670,5
79,1614,4
79,3748,4
80,965,4
80,1954,4
80,2501,5
80,958,4
80,1499,4
80,3058,2
80,5680,3
80,1158,4
80,4184,2
80,3182,4
80,3426,1
80,4885,2
80,1129,5
80,4708,5
80,3143,4
80,3465,4
80,1521,4
80,3986,4
80,5206,5
80,4402,4
81,4631,5
81,252,4
81,6519,5
81,6234,4
81,1806,4
81,2392,4
81,267,3
81,2251,4
81,1841,5
81,4404,4
81,2364,5
81,1377,5
82,4475,5
82,1790,4
82,3482,4
82,838,5
82,6029,4
82,6799,3
82,5354,2
82,6155,3
82,2027,3
82,2438,2
82,264,4
82,3684,3
82,2152,4
82,2855,3
82,7063,5
82,6690,3
82,712,3
82,3596,5
82,7088,5
82,961,4
82,6353,2
82,6650,5
82,1941,5
82,1719,5
83,7102,4
83,5373,3
83,1039,4
83,5746,4
83,7094,4
83,1087,5
83,2045,2
83,1198,4
83,5827,3
83,2638,5
83,6786,4
83,2027,5
83,6237,3
83,6910,1
83,5539,5
83,3217,5
83,4009,5
83,1164,4
84,6964,5
84,518,5
84,6518,5
84,4378,1
84,3258,4
84,1784,5
84,3519,1
84,6757,5
84,1735,3
84,4052,4
84,2199,5
84,2644,4
84,6785,5
84,2323,5
84,2766,5
84,4483,3
84,4734,5
84,1069,5
84,4637,2
84,6983,4
84,3975,2
85,1355,5
85,424,4
85,3246,2
85,5124,2
85,2502,4
85,5947,5
85,5729,2
85,6186,3
85,1918,5
85,3516,2
85,5369,5
85,747,5
85,5764,2
85,779,5
85,8,2
85,1748,4
85,3906,1
85,638,4
85,1087,4
85,4863,5
85,1852,4
85,4255,3
85,5570,4
85,3645,4
85,76,5
85,66,2
85,5698,2
85,2814,5
85,6693,4
85,987,4
86,2576,4
86,6480,3
86,1145,4
86,2029,4
86,2268,5
86,5280,5
86,690,3
86,2032,4
86,4533,3
86,4923,4
86,4915,2
86,5907,5
86,4977,1
86,2334,4
86,6381,3
86,5656,4
86,219,5
86,6945,4
86,6939,4
86,5393,3
86,2471,4
86,1683,5
86,4241,2
87,553,4
87,112,3
87,2147,5
87,1767,4
87,326,4
87,495,4
87,6465,5
87,3260,4
87,4150,2
87,2346,4
87,5149,5
87,5837,5
87,4104,2
87,6284,2
87,3403,4
87,3469,4
87,5749,4
87,3295,3
87,675,5
87,5247,5
87,4395,2
87,4404,5
87,5046,5
87,1250,3
87,2273,5
87,684,4
87,2538,5
87,647,5
88,3046,3
88,1039,5
88,6142,4
88,6398,4
88,2201,4
88,6004,2
88,967,5
88,6319,3
88,240,3
88,2744,5
88,6611,5
88,3517,4
88,2228,2
88,4291,5
88,523,1
89,2003,5
89,376,5
89,3864,4
89,2981,3
89,3137,3
89,1229,5
89,1466,3
89,7024,5
89,289,4
89,4529,2
90,1469,5
90,1828,3
90,6589,4
90,4225,1
90,376,3
90,3284,4
90,564,3
90,3810,4
90,7094,4
90,2312,4
90,6336,4
91,6000,5
91,4477,1
91,6229,4
91,6520,5
91,2008,5
91,1233,2
91,52,4
91,3359,3
91,195,4
91,1908,2
91,4436,5
91,2837,5
91,5209,2
91,6877,5
91,5680,5
91,78,4
92,3755,3
92,6126,5
92,695,5
92,4757,5
92,782,3
92,4140,3
92,1093,2
92,5220,3
92,6717,5
92,3230,4
92,613,3
92,4848,3
92,4651,4
92,510,4
92,3563,4
92,5426,5
92,1070,3
92,1939,3
92,2389,3
92,2138,2
92,6970,3
93,6769,3
93,5772,5
93,5708,1
93,4942,4
93,330,4
93,1761,5
93,6847,3
93,7017,4
93,2685,5
93,1215,2
93,747,1
93,5825,5
93,2033,5
93,2914,2
93,3246,5
93,4206,4
93,401,4
93,5547,4
93,2448,4
94,6658,3
94,614,4
94,178,5
94,528,4
94,1619,1
94,5291,4
94,3632,3
94,6629,3
94,1055,3
94,753,3
94,6940,5
94,6794,1
94,6626,4
94,2716,3
94,1003,3
94,349,4
94,3776,4
94,414,2
95,3137,4
95,1124,4
95,3434,5
95,1633,4
95,5264,4
95,6530,3
95,4307,3
95,2041,3
95,5167,5
95,6571,5
95,4453,2
95,6511,5
95,159,4
95,3133,5
95,6405,5
95,5843,5
95,2941,2
95,3929,4
96,4371,3
96,6687,5
96,6481,4
96,6037,4
96,458,5
96,6259,4
96,1797,4
96,4716,2
96,6934,5
96,6532,5
96,3181,5
96,2906,5
96,6874,4
96,6924,3
96,1423,1
96,1442,2
96,1937,4
96,4853,1
97,5,4
97,2717,5
97,5030,4
97,1650,2
97,6606,3
97,1068,2
97,2791,3
97,5873,5
97,1453,5
97,6573,5
97,6916,4
97,2650,3
97,487,5
97,179,4
97,1210,5
97,4805,5
97,5772,3
97,1160,4
97,6343,3
97,908,3
97,6934,4
97,4311,2
97,7050,5
97,2989,5
97,594,5
98,6969,4
98,6314,5
98,4648,5
98,265,4
98,1491,5
98,4934,3
98,2606,1
98,6625,3
98,5008,4
98,1809,4
98,5239,5
98,4632,5
98,852,1
98,4064,4
98,1152,4
98,2712,3
98,6105,4
98,637,5
98,1949,4
98,2841,4
98,2617,5
98,1375,5
99,5332,5
99,6211,4
99,5629,4
99,1847,4
99,1332,4
99,3696,2
99,603,3
99,6547,5
99,6928,4
99,273,4
99,2415,5
99,164,4
99,2610,4
99,2139,3
99,857,2
99,607,4
99,2800,4
99,1393,4
99,3075,2
99,1318,1
99,5996,2
99,614,5
99,4481,4
99,762,4
99,2768,2
99,4866,3
99,5026,4
99,3954,5
100,6912,5
100,946,4
100,2526,3
100,6429,4
100,3256,2
100,3857,4
100,4006,5
100,5415,4
100,2170,5
100,746,3
100,5258,2
100,4457,4
100,3174,4
100,1514,5
100,3039,4
100,3124,5
100,3026,4
100,1528,3
100,3651,3
100,365,4
100,2156,5
100,3602,1
100,3809,4
100,2157,4
100,1853,4
101,1207,4
101,985,3
101,6202,3
101,3678,4
101,1416,5
101,1369,5
101,1735,4
101,6622,4
101,1578,4
101,1033,4
101,349,2
101,3468,4
101,641,5
101,5596,5
101,3566,5
101,1654,4
101,6738,2
101,5138,3
101,1211,4
101,6833,3
101,4874,4
101,2112,4
101,2619,4
101,5956,4
101,6613,1
101,548,3
101,712,2
101,3179,4
101,4557,4
102,3242,5
102,2715,3
102,5656,3
102,1946,4
102,403,4
102,6109,2
102,3892,5
102,2200,2
102,3051,5
102,165,4
102,2767,5
103,5970,4
103,3414,3
103,4955,3
103,5288,4
103,731,2
103,1539,5
103,3618,5
103,1731,1
103,6749,3
103,3335,5
103,6069,5
103,3968,3
103,6221,4
103,4231,5
103,7104,5
103,3063,3
103,6725,5
103,460,4
104,1014,5
104,5580,4
104,250,4
104,1981,3
104,3051,4
104,4004,1
104,4866,5
104,3654,5
104,1454,1
104,3887,5
104,4807,4
104,4516,4
104,2865,1
104,2820,3
104,1339,5
104,6862,3
104,2118,5
104,6135,4
104,6806,4
104,5643,4
104,740,3
104,2335,3
104,224,4
104,3166,4
104,406,5
104,1334,4
104,6994,2
104,4687,4
104,6388,4
104,1755,5
105,4599,3
105,5303,4
105,4864,3
105,4989,2
105,2315,5
105,2445,5
105,5606,4
105,885,3
105,3946,2
105,522,1
105,2754,4
105,2264,3
105,5247,5
105,2663,4
105,7057,5
105,2268,4
105,2139,5
105,5374,5
105,5825,3
105,5336,5
105,2447,4
106,6429,5
106,3897,3
106,5503,5
106,2936,3
106,4155,3
106,2459,3
106,6925,5
106,1392,4
106,6886,5
106,5387,4
106,4573,5
106,1483,2
